date;var
2012-01-04;
2012-01-05;-0.0
2012-01-06;-0.0
2012-01-09;-0.0
2012-01-10;-0.0
2012-01-11;-0.0
2012-01-12;-0.0
2012-01-13;-0.0
2012-01-16;-0.0
2012-01-17;-0.0
2012-01-18;-0.0
2012-01-19;-0.0
2012-01-20;-0.0
2012-01-23;-0.0
2012-01-24;-0.0
2012-01-25;-0.0
2012-01-26;-0.0
2012-01-27;-0.0
2012-01-30;-0.0
2012-01-31;-0.0
2012-02-01;-0.0
2012-02-02;-0.0
2012-02-03;-0.0
2012-02-06;-0.0
2012-02-07;-0.0
2012-02-08;-0.0
2012-02-09;-0.0
2012-02-10;-0.0
2012-02-13;-0.0
2012-02-14;-0.0
2012-02-15;-0.0
2012-02-16;-0.0
2012-02-17;-0.0
2012-02-20;-0.0
2012-02-21;-0.0
2012-02-22;-0.0
2012-02-24;-0.0
2012-02-27;-0.0
2012-02-28;-0.0
2012-02-29;-0.0
2012-03-01;-0.0
2012-03-02;-0.0
2012-03-05;-0.0
2012-03-06;-0.0
2012-03-07;-0.0
2012-03-11;-0.0
2012-03-12;-0.0
2012-03-13;-0.0
2012-03-14;-0.0
2012-03-15;-0.0
2012-03-16;-0.0
2012-03-19;-0.0
2012-03-20;-0.0
2012-03-21;-0.0
2012-03-22;-0.0
2012-03-23;-0.0
2012-03-26;-0.0
2012-03-27;-0.0
2012-03-28;-0.0
2012-03-29;-0.0
2012-03-30;-0.0
2012-04-02;-0.0
2012-04-03;-0.0
2012-04-04;-0.0
2012-04-05;-0.0
2012-04-06;-0.0
2012-04-09;-0.0
2012-04-10;-0.0
2012-04-11;-0.0
2012-04-12;-0.0
2012-04-13;-0.0
2012-04-16;-0.0
2012-04-17;-0.0
2012-04-18;-0.0
2012-04-19;-0.0
2012-04-20;-0.0
2012-04-23;-0.0
2012-04-24;-0.0
2012-04-25;-0.0
2012-04-26;-0.0
2012-04-27;-0.0
2012-04-28;-0.0
2012-05-02;-0.0
2012-05-03;-0.0
2012-05-04;-0.0
2012-05-05;-0.0
2012-05-07;-0.0
2012-05-08;-0.0
2012-05-10;-0.0
2012-05-11;-0.0
2012-05-12;-0.0
2012-05-14;-0.0
2012-05-15;-0.0
2012-05-16;-0.0
2012-05-17;-0.0
2012-05-18;-0.0
2012-05-21;-0.0
2012-05-22;-0.0
2012-05-23;-0.0
2012-05-24;-0.0
2012-05-25;-0.0
2012-05-28;-0.0
2012-05-29;-0.0
2012-05-30;-0.0
2012-05-31;-0.0
2012-06-01;-0.0
2012-06-04;-0.0
2012-06-05;-0.0
2012-06-06;-0.0
2012-06-07;-0.0
2012-06-08;-0.0
2012-06-09;-0.0
2012-06-13;-0.0
2012-06-14;-0.0
2012-06-15;-0.0
2012-06-18;-0.0
2012-06-19;-0.0
2012-06-20;-0.0
2012-06-21;-0.0
2012-06-22;-0.0
2012-06-25;-0.0
2012-06-26;-0.0
2012-06-27;-0.0
2012-06-28;-0.0
2012-06-29;-0.0
2012-07-02;-0.0
2012-07-03;-0.0
2012-07-04;-0.0
2012-07-05;-0.0
2012-07-06;-0.0
2012-07-09;-0.0
2012-07-10;-0.0
2012-07-11;-0.0
2012-07-12;-0.0
2012-07-13;-0.0
2012-07-16;-0.0
2012-07-17;-0.0
2012-07-18;-0.0
2012-07-19;-0.0
2012-07-20;-0.0
2012-07-23;-0.0
2012-07-24;-0.0
2012-07-25;-0.0
2012-07-26;-0.0
2012-07-27;-0.0
2012-07-30;-0.0
2012-07-31;-0.0
2012-08-01;-0.0
2012-08-02;-0.0
2012-08-03;-0.0
2012-08-06;-0.0
2012-08-07;-0.0
2012-08-08;-0.0
2012-08-09;-0.0
2012-08-10;-0.0
2012-08-13;-0.0
2012-08-14;-0.0
2012-08-15;-0.0
2012-08-16;-0.0
2012-08-17;-0.0
2012-08-20;-0.0
2012-08-21;-0.0
2012-08-22;-0.0
2012-08-23;-0.0
2012-08-24;-0.0
2012-08-27;-0.0
2012-08-28;-0.0
2012-08-29;-0.0
2012-08-30;-0.0
2012-08-31;-0.0
2012-09-03;-0.0
2012-09-04;-0.0
2012-09-05;-0.0
2012-09-06;-0.0
2012-09-07;-0.0
2012-09-10;-0.0
2012-09-11;-0.0
2012-09-12;-0.0
2012-09-13;-0.0
2012-09-14;-0.0
2012-09-17;-0.0
2012-09-18;-0.0
2012-09-19;-0.0
2012-09-20;-0.0
2012-09-21;-0.0
2012-09-24;-0.0
2012-09-25;-0.0
2012-09-26;-0.0
2012-09-27;-0.0
2012-09-28;-0.0
2012-10-01;-0.0
2012-10-02;-0.0
2012-10-03;-0.0
2012-10-04;-0.0
2012-10-05;-0.0
2012-10-08;-0.0
2012-10-09;-0.0
2012-10-10;-0.0
2012-10-11;-0.0
2012-10-12;-0.0
2012-10-15;-0.0
2012-10-16;-0.0
2012-10-17;-0.0
2012-10-18;-0.0
2012-10-19;-0.0
2012-10-22;-0.0
2012-10-23;-0.0
2012-10-24;-0.0
2012-10-25;-0.0
2012-10-26;-0.0
2012-10-29;-0.0
2012-10-30;-0.0
2012-10-31;-0.0
2012-11-01;-0.0
2012-11-02;-0.0
2012-11-06;-0.0
2012-11-07;-0.0
2012-11-08;-0.0
2012-11-09;-0.0
2012-11-12;-0.0
2012-11-13;-0.0
2012-11-14;-0.0
2012-11-15;-0.0
2012-11-16;-0.0
2012-11-19;-0.0
2012-11-20;-0.0
2012-11-21;-0.0
2012-11-22;-0.0
2012-11-23;-0.0
2012-11-26;-0.0
2012-11-27;-0.0
2012-11-28;-0.0
2012-11-29;-0.0
2012-11-30;-0.0
2012-12-03;-0.0
2012-12-04;-0.0
2012-12-05;-0.0
2012-12-06;-0.0
2012-12-07;-0.0
2012-12-10;-0.0
2012-12-11;-0.0
2012-12-12;-0.0
2012-12-13;-0.0
2012-12-14;-0.0
2012-12-17;-0.0
2012-12-18;-0.0
2012-12-19;-0.0
2012-12-20;-0.0
2012-12-21;-0.0
2012-12-24;-0.0
2012-12-25;-0.018697948446556256
2012-12-26;-0.01855783020803264
2012-12-27;-0.018484445864889697
2012-12-28;-0.018055352238601007
2013-01-08;-0.01864506347047744
2013-01-09;-0.018290626484131725
2013-01-10;-0.018348368936103723
2013-01-11;-0.018427744725733785
2013-01-14;-0.018287133453912877
2013-01-15;-0.01928944832684277
2013-01-16;-0.03534332338014812
2013-01-17;-0.018663643962154985
2013-01-18;-0.018159960177558675
2013-01-21;-0.019533194539230556
2013-01-22;-0.018144522183091483
2013-01-23;-0.017820725283699348
2013-01-24;-0.01800852598265326
2013-01-25;-0.018462538658239804
2013-01-28;-0.018821570731258334
2013-01-29;-0.018403290361703885
2013-01-30;-0.017927474889910023
2013-01-31;-0.01763448930805229
2013-02-01;-0.017723127441087443
2013-02-04;-0.01804402560976097
2013-02-05;-0.017719497728649766
2013-02-06;-0.017819064301154087
2013-02-07;-0.017088115659911716
2013-02-08;-0.018408064339740567
2013-02-11;-0.01792004494046296
2013-02-12;-0.018111721229395
2013-02-13;-0.01850977015314665
2013-02-14;-0.019389505386629154
2013-02-15;-0.01899228015413188
2013-02-18;-0.019695127546285877
2013-02-19;-0.018427030146445967
2013-02-20;-0.019956515911980763
2013-02-21;-0.019139123616502607
2013-02-22;-0.018036682681843913
2013-02-25;-0.01845468977711852
2013-02-26;-0.018584795796511497
2013-02-27;-0.018818678949768134
2013-02-28;-0.018527647707533082
2013-03-01;-0.019096060556730857
2013-03-04;-0.01792829216360264
2013-03-05;-0.01903576101946663
2013-03-06;-0.017824331446061714
2013-03-07;-0.017051364265507227
2013-03-11;-0.018219866190217978
2013-03-12;-0.018260543090716303
2013-03-13;-0.01831318426892007
2013-03-14;-0.018054673490718525
2013-03-15;-0.01783293736427109
2013-03-18;-0.02090939664238003
2013-03-19;-0.017918854276207305
2013-03-20;-0.01899923914359848
2013-03-21;-0.01868115961554004
2013-03-22;-0.017739264219670474
2013-03-25;-0.018509150153144607
2013-03-26;-0.019746118934819767
2013-03-27;-0.018651061598323977
2013-03-28;-0.01857529699777205
2013-03-29;-0.01835514915829912
2013-04-01;-0.02156679025742641
2013-04-02;-0.018169604956595063
2013-04-03;-0.019022639567141682
2013-04-04;-0.014473239887557979
2013-04-05;-0.013943897076357082
2013-04-08;-0.016622888896337784
2013-04-09;-0.014509990887871348
2013-04-10;-0.015640192673819952
2013-04-11;-0.015272815896364117
2013-04-12;-0.014344008959504693
2013-04-15;-0.01439146067318892
2013-04-16;-0.014662134781000301
2013-04-17;-0.01672736013630361
2013-04-18;-0.017182083270377794
2013-04-19;-0.01642175602374488
2013-04-22;-0.016415743369560934
2013-04-23;-0.016373348809984065
2013-04-24;-0.015837136931362357
2013-04-25;-0.015925136541105313
2013-04-26;-0.015709684881064254
2013-04-29;-0.016423076387782606
2013-04-30;-0.015768604700633706
2013-05-02;-0.016142313130803877
2013-05-03;-0.016696339077411134
2013-05-06;-0.015448223869870109
2013-05-07;-0.01497823275526935
2013-05-08;-0.015052992141859319
2013-05-10;-0.015061371476696454
2013-05-13;-0.02345442689013726
2013-05-14;-0.0150737563387211
2013-05-15;-0.015064367638081562
2013-05-16;-0.013901784209527762
2013-05-17;-0.015952438714418284
2013-05-20;-0.014688988659531874
2013-05-21;-0.014719690178346886
2013-05-22;-0.015020835289186569
2013-05-23;-0.015475667600934849
2013-05-24;-0.013892871417726146
2013-05-27;-0.012748541548694288
2013-05-28;-0.013568022192516663
2013-05-29;-0.01548361883568788
2013-05-30;-0.016117941047080815
2013-05-31;-0.016329294974510158
2013-06-03;-0.015969425353495756
2013-06-04;-0.015136004541693029
2013-06-05;-0.015519643520274497
2013-06-06;-0.01564264356322269
2013-06-07;-0.015294070968976439
2013-06-10;-0.015447010811635763
2013-06-11;-0.016524625568763315
2013-06-13;-0.015840140689337454
2013-06-14;-0.01637718337120569
2013-06-17;-0.01711966698452232
2013-06-18;-0.01658049168825319
2013-06-19;-0.016486368722768877
2013-06-20;-0.016056389569442317
2013-06-21;-0.016685362640826817
2013-06-24;-0.01698896453530062
2013-06-25;-0.01641275870267318
2013-06-26;-0.01649767460343423
2013-06-27;-0.017049121107380594
2013-06-28;-0.01711698734173803
2013-07-01;-0.01697896941886729
2013-07-02;-0.017797125216725978
2013-07-03;-0.01703332879104063
2013-07-04;-0.018273931474716034
2013-07-05;-0.017253510116893665
2013-07-08;-0.017945720385639043
2013-07-09;-0.017041506162819298
2013-07-10;-0.016121878465540643
2013-07-11;-0.016361896449849096
2013-07-12;-0.01611822868549849
2013-07-15;-0.01653977792654481
2013-07-16;-0.016029333603812045
2013-07-17;-0.01616039267850277
2013-07-18;-0.014590868893109163
2013-07-19;-0.016317140490392613
2013-07-22;-0.017351558282807513
2013-07-23;-0.016463686199377988
2013-07-24;-0.015882326814343064
2013-07-25;-0.01580604574494783
2013-07-26;-0.016103869823138318
2013-07-29;-0.015601954943739837
2013-07-30;-0.015382249291138718
2013-07-31;-0.015457165146628548
2013-08-01;-0.016036622487254605
2013-08-02;-0.0156524722325229
2013-08-05;-0.01629610947902396
2013-08-06;-0.015702652443743158
2013-08-07;-0.01585606972593519
2013-08-08;-0.01573586145150758
2013-08-09;-0.01584322495416771
2013-08-12;-0.017911340260079962
2013-08-13;-0.016088966575527913
2013-08-14;-0.015844596166566402
2013-08-15;-0.01590111096958113
2013-08-16;-0.016143720349927483
2013-08-19;-0.016897416306037222
2013-08-20;-0.016148010575682156
2013-08-21;-0.01642028912808194
2013-08-22;-0.016367362053953265
2013-08-23;-0.016486457012222885
2013-08-26;-0.01638244652380665
2013-08-27;-0.0161021650347681
2013-08-28;-0.016538143991840927
2013-08-29;-0.01435353607350808
2013-08-30;-0.01657279246530897
2013-09-02;-0.016630242059817057
2013-09-03;-0.014782203598070186
2013-09-04;-0.01693225038043288
2013-09-05;-0.017105601210405944
2013-09-06;-0.01679541609242632
2013-09-09;-0.0177565484439856
2013-09-10;-0.01732228183588281
2013-09-11;-0.016957490062025734
2013-09-12;-0.016856187621158453
2013-09-13;-0.017116933520893465
2013-09-16;-0.015886087957545876
2013-09-17;-0.01695109525161735
2013-09-18;-0.016910238656215087
2013-09-19;-0.016853917427431794
2013-09-20;-0.01782887147504805
2013-09-23;-0.01737735770264538
2013-09-24;-0.01713460190536113
2013-09-25;-0.01714145532344038
2013-09-26;-0.018273968075471665
2013-09-27;-0.016958983252886785
2013-09-30;-0.016973828778170934
2013-10-01;-0.016270536835218348
2013-10-02;-0.016610503739158466
2013-10-03;-0.016679778955521123
2013-10-04;-0.017220215582734327
2013-10-07;-0.016685786122387025
2013-10-08;-0.01667559930947264
2013-10-09;-0.016545075487825255
2013-10-10;-0.016557379693645926
2013-10-11;-0.018355539605778893
2013-10-14;-0.016450666841783274
2013-10-15;-0.016576927301456018
2013-10-16;-0.016415922304632256
2013-10-17;-0.01641014957189247
2013-10-18;-0.01680427142878346
2013-10-21;-0.01655751521236362
2013-10-22;-0.016669151587030542
2013-10-23;-0.01690578367835337
2013-10-24;-0.016798627833663
2013-10-25;-0.016790952247663197
2013-10-28;-0.01678274758484032
2013-10-29;-0.01671520041706864
2013-10-30;-0.016590090872130345
2013-10-31;-0.01642899470428009
2013-11-01;-0.015328673911544232
2013-11-05;-0.016593512141705673
2013-11-06;-0.015070375108613565
2013-11-07;-0.01708855636473615
2013-11-08;-0.01755614087714322
2013-11-11;-0.01972715519020255
2013-11-12;-0.017103456246186644
2013-11-13;-0.0165381702857345
2013-11-14;-0.017305120154593377
2013-11-15;-0.018387710777290945
2013-11-18;-0.017627927821305178
2013-11-19;-0.016960777849443887
2013-11-20;-0.01768466629373213
2013-11-21;-0.01805084678824519
2013-11-22;-0.018141472636624186
2013-11-25;-0.016823186766895988
2013-11-26;-0.017162458390380254
2013-11-27;-0.017455265028703388
2013-11-28;-0.02015199038178243
