col1;col2
-8.9190198e-001;-5.4568409e-001
-4.3146067e-001;-1.1507317e+000
3.9667790e-001;1.1845558e+000
2.1552541e-002;5.3573521e-001
5.1103075e-001;5.7590591e-001
-1.7784483e-001;-6.6666398e-001
7.4909065e-001;1.0849280e+000
4.9639332e-001;3.1924391e-001
-4.3899627e-002;-5.0076663e-002
4.4170872e-001;1.2868469e-001
6.5319581e-001;4.4753613e-001
-3.6998226e-001;1.3665618e-001
-2.9129135e-001;-2.0923682e-001
-3.4133568e-001;4.7693579e-001
3.2714927e-001;7.4509582e-001
5.2189762e-001;6.9232395e-001
4.0379567e-001;3.8402329e-002
4.8516492e-003;-5.3090461e-001
-3.9350818e-001;-8.0451196e-001
-2.8874959e-001;-5.2774582e-001
-4.0470835e-001;-2.1184455e-001
-2.8110437e-001;-6.5981597e-001
-9.3692654e-001;-2.2233405e-001
3.8648280e-001;1.3000039e+000
1.2942097e+000;3.7879310e-001
-6.7444025e-002;1.2669392e-001
2.1538658e-001;-2.9491923e-001
-2.7119095e-001;2.7021368e-001
3.3683749e-001;3.8940510e-001
-4.3899627e-002;-5.0076663e-002
1.6812966e-001;5.4734720e-003
-7.1878667e-001;3.6332656e-001
2.6551235e-001;3.7353270e-001
-6.4732448e-001;7.0615470e-001
-4.3899627e-002;-5.0076663e-002
2.0117110e-001;-8.1375044e-001
-8.4703062e-002;3.2729909e-001
-1.2585904e-001;1.0574491e+000
-1.1451988e+000;-5.8534844e-001
-5.7421773e-001;-1.9763243e-001
2.9626913e-001;7.1338127e-001
1.4010198e-002;-4.8478333e-001
-7.6986849e-002;1.0244312e+000
8.8383625e-002;1.2403758e+000
