;BTC-USD;ETH-USD;BNB-USD;ADA-USD;XRP-USD;DOGE-USD;LINK-USD;MATIC-USD;ALGO-USD
0;0.1111111111111111;0.1111111111111111;0.1111111111111111;0.1111111111111111;0.1111111111111111;0.1111111111111111;0.1111111111111111;0.1111111111111111;0.1111111111111111
